"Month","Animal","State","Count"
12326,"Cattle (excl. calves)","New South Wales",148600
12357,"Cattle (excl. calves)","New South Wales",141200
12387,"Cattle (excl. calves)","New South Wales",130000
12418,"Cattle (excl. calves)","New South Wales",127700
12449,"Cattle (excl. calves)","New South Wales",128400
12478,"Cattle (excl. calves)","New South Wales",143200
12509,"Cattle (excl. calves)","New South Wales",118100
12539,"Cattle (excl. calves)","New South Wales",137200
12570,"Cattle (excl. calves)","New South Wales",141900
12600,"Cattle (excl. calves)","New South Wales",152700
12631,"Cattle (excl. calves)","New South Wales",134300
12662,"Cattle (excl. calves)","New South Wales",154700
12692,"Cattle (excl. calves)","New South Wales",138300
12723,"Cattle (excl. calves)","New South Wales",142500
12753,"Cattle (excl. calves)","New South Wales",130000
12784,"Cattle (excl. calves)","New South Wales",118700
12815,"Cattle (excl. calves)","New South Wales",129800
12843,"Cattle (excl. calves)","New South Wales",148300
12874,"Cattle (excl. calves)","New South Wales",142100
12904,"Cattle (excl. calves)","New South Wales",161300
12935,"Cattle (excl. calves)","New South Wales",147700
12965,"Cattle (excl. calves)","New South Wales",112000
12996,"Cattle (excl. calves)","New South Wales",128700
13027,"Cattle (excl. calves)","New South Wales",120600
13057,"Cattle (excl. calves)","New South Wales",114100
13088,"Cattle (excl. calves)","New South Wales",142400
13118,"Cattle (excl. calves)","New South Wales",124400
13149,"Cattle (excl. calves)","New South Wales",114500
13180,"Cattle (excl. calves)","New South Wales",134300
13208,"Cattle (excl. calves)","New South Wales",160600
13239,"Cattle (excl. calves)","New South Wales",124400
13269,"Cattle (excl. calves)","New South Wales",171300
13300,"Cattle (excl. calves)","New South Wales",143000
13330,"Cattle (excl. calves)","New South Wales",123000
13361,"Cattle (excl. calves)","New South Wales",138100
13392,"Cattle (excl. calves)","New South Wales",136700
13422,"Cattle (excl. calves)","New South Wales",147800
13453,"Cattle (excl. calves)","New South Wales",166200
13483,"Cattle (excl. calves)","New South Wales",130200
13514,"Cattle (excl. calves)","New South Wales",152400
13545,"Cattle (excl. calves)","New South Wales",150800
13573,"Cattle (excl. calves)","New South Wales",154500
13604,"Cattle (excl. calves)","New South Wales",135600
13634,"Cattle (excl. calves)","New South Wales",171800
13665,"Cattle (excl. calves)","New South Wales",142800
13695,"Cattle (excl. calves)","New South Wales",143400
13726,"Cattle (excl. calves)","New South Wales",138900
13757,"Cattle (excl. calves)","New South Wales",138600
13787,"Cattle (excl. calves)","New South Wales",167500
13818,"Cattle (excl. calves)","New South Wales",158200
13848,"Cattle (excl. calves)","New South Wales",115900
13879,"Cattle (excl. calves)","New South Wales",141300
13910,"Cattle (excl. calves)","New South Wales",148600
13939,"Cattle (excl. calves)","New South Wales",138400
13970,"Cattle (excl. calves)","New South Wales",168200
14000,"Cattle (excl. calves)","New South Wales",166700
14031,"Cattle (excl. calves)","New South Wales",138100
14061,"Cattle (excl. calves)","New South Wales",163700
14092,"Cattle (excl. calves)","New South Wales",144100
14123,"Cattle (excl. calves)","New South Wales",139600
14153,"Cattle (excl. calves)","New South Wales",166800
14184,"Cattle (excl. calves)","New South Wales",151100
14214,"Cattle (excl. calves)","New South Wales",133900
14245,"Cattle (excl. calves)","New South Wales",138700
14276,"Cattle (excl. calves)","New South Wales",152700
14304,"Cattle (excl. calves)","New South Wales",165200
14335,"Cattle (excl. calves)","New South Wales",150000
14365,"Cattle (excl. calves)","New South Wales",138500
14396,"Cattle (excl. calves)","New South Wales",155600
14426,"Cattle (excl. calves)","New South Wales",148400
14457,"Cattle (excl. calves)","New South Wales",128800
14488,"Cattle (excl. calves)","New South Wales",147300
14518,"Cattle (excl. calves)","New South Wales",139000
14549,"Cattle (excl. calves)","New South Wales",135900
14579,"Cattle (excl. calves)","New South Wales",128300
14610,"Cattle (excl. calves)","New South Wales",117600
14641,"Cattle (excl. calves)","New South Wales",133900
14669,"Cattle (excl. calves)","New South Wales",160900
14700,"Cattle (excl. calves)","New South Wales",134900
14730,"Cattle (excl. calves)","New South Wales",145000
14761,"Cattle (excl. calves)","New South Wales",151900
14791,"Cattle (excl. calves)","New South Wales",136800
14822,"Cattle (excl. calves)","New South Wales",124500
14853,"Cattle (excl. calves)","New South Wales",145000
14883,"Cattle (excl. calves)","New South Wales",132600
14914,"Cattle (excl. calves)","New South Wales",137100
14944,"Cattle (excl. calves)","New South Wales",118500
14975,"Cattle (excl. calves)","New South Wales",114000
15006,"Cattle (excl. calves)","New South Wales",135800
15034,"Cattle (excl. calves)","New South Wales",151100
15065,"Cattle (excl. calves)","New South Wales",117400
15095,"Cattle (excl. calves)","New South Wales",152300
15126,"Cattle (excl. calves)","New South Wales",140100
15156,"Cattle (excl. calves)","New South Wales",133800
15187,"Cattle (excl. calves)","New South Wales",144600
15218,"Cattle (excl. calves)","New South Wales",127800
15248,"Cattle (excl. calves)","New South Wales",128200
15279,"Cattle (excl. calves)","New South Wales",150000
15309,"Cattle (excl. calves)","New South Wales",110000
15340,"Cattle (excl. calves)","New South Wales",120800
15371,"Cattle (excl. calves)","New South Wales",135200
15400,"Cattle (excl. calves)","New South Wales",132100
15431,"Cattle (excl. calves)","New South Wales",105900
15461,"Cattle (excl. calves)","New South Wales",124500
15492,"Cattle (excl. calves)","New South Wales",129800
15522,"Cattle (excl. calves)","New South Wales",125200
15553,"Cattle (excl. calves)","New South Wales",137000
15584,"Cattle (excl. calves)","New South Wales",137000
15614,"Cattle (excl. calves)","New South Wales",154300
15645,"Cattle (excl. calves)","New South Wales",143600
15675,"Cattle (excl. calves)","New South Wales",110500
15706,"Cattle (excl. calves)","New South Wales",133300
15737,"Cattle (excl. calves)","New South Wales",138600
15765,"Cattle (excl. calves)","New South Wales",136600
15796,"Cattle (excl. calves)","New South Wales",141500
15826,"Cattle (excl. calves)","New South Wales",170700
15857,"Cattle (excl. calves)","New South Wales",143400
15887,"Cattle (excl. calves)","New South Wales",166600
15918,"Cattle (excl. calves)","New South Wales",150000
15949,"Cattle (excl. calves)","New South Wales",148600
15979,"Cattle (excl. calves)","New South Wales",170500
16010,"Cattle (excl. calves)","New South Wales",159700
16040,"Cattle (excl. calves)","New South Wales",139200
16071,"Cattle (excl. calves)","New South Wales",153500
16102,"Cattle (excl. calves)","New South Wales",157200
16130,"Cattle (excl. calves)","New South Wales",165500
16161,"Cattle (excl. calves)","New South Wales",149800
16191,"Cattle (excl. calves)","New South Wales",167500
16222,"Cattle (excl. calves)","New South Wales",162500
16252,"Cattle (excl. calves)","New South Wales",191200
16283,"Cattle (excl. calves)","New South Wales",170400
16314,"Cattle (excl. calves)","New South Wales",175100
16344,"Cattle (excl. calves)","New South Wales",184900
16375,"Cattle (excl. calves)","New South Wales",169100
16405,"Cattle (excl. calves)","New South Wales",160200
16436,"Cattle (excl. calves)","New South Wales",150800
16467,"Cattle (excl. calves)","New South Wales",168900
16495,"Cattle (excl. calves)","New South Wales",186200
16526,"Cattle (excl. calves)","New South Wales",154200
16556,"Cattle (excl. calves)","New South Wales",168500
16587,"Cattle (excl. calves)","New South Wales",170800
16617,"Cattle (excl. calves)","New South Wales",184200
16648,"Cattle (excl. calves)","New South Wales",145300
16679,"Cattle (excl. calves)","New South Wales",159800
16709,"Cattle (excl. calves)","New South Wales",161500
16740,"Cattle (excl. calves)","New South Wales",149100
16770,"Cattle (excl. calves)","New South Wales",143900
16801,"Cattle (excl. calves)","New South Wales",122800
16832,"Cattle (excl. calves)","New South Wales",139400
16861,"Cattle (excl. calves)","New South Wales",140700
16892,"Cattle (excl. calves)","New South Wales",144900
16922,"Cattle (excl. calves)","New South Wales",150900
16953,"Cattle (excl. calves)","New South Wales",147900
16983,"Cattle (excl. calves)","New South Wales",117900
17014,"Cattle (excl. calves)","New South Wales",118300
17045,"Cattle (excl. calves)","New South Wales",103900
17075,"Cattle (excl. calves)","New South Wales",121900
17106,"Cattle (excl. calves)","New South Wales",140300
17136,"Cattle (excl. calves)","New South Wales",124700
17167,"Cattle (excl. calves)","New South Wales",117000
17198,"Cattle (excl. calves)","New South Wales",127800
17226,"Cattle (excl. calves)","New South Wales",138600
17257,"Cattle (excl. calves)","New South Wales",105700
17287,"Cattle (excl. calves)","New South Wales",150200
17318,"Cattle (excl. calves)","New South Wales",136200
17348,"Cattle (excl. calves)","New South Wales",135700
17379,"Cattle (excl. calves)","New South Wales",136000
17410,"Cattle (excl. calves)","New South Wales",131200
17440,"Cattle (excl. calves)","New South Wales",132200
17471,"Cattle (excl. calves)","New South Wales",138700
17501,"Cattle (excl. calves)","New South Wales",111300
17532,"Cattle (excl. calves)","New South Wales",127100
17563,"Cattle (excl. calves)","New South Wales",138500
17591,"Cattle (excl. calves)","New South Wales",142100
17622,"Cattle (excl. calves)","New South Wales",138600
17652,"Cattle (excl. calves)","New South Wales",161800
17683,"Cattle (excl. calves)","New South Wales",144000
17713,"Cattle (excl. calves)","New South Wales",148900
17744,"Cattle (excl. calves)","New South Wales",164500
17775,"Cattle (excl. calves)","New South Wales",138200
17805,"Cattle (excl. calves)","New South Wales",150800
17836,"Cattle (excl. calves)","New South Wales",156100
17866,"Cattle (excl. calves)","New South Wales",144700
912,"Cattle (excl. calves)","Northern Territory",10600
943,"Cattle (excl. calves)","Northern Territory",11800
974,"Cattle (excl. calves)","Northern Territory",8900
1004,"Cattle (excl. calves)","Northern Territory",7200
1035,"Cattle (excl. calves)","Northern Territory",5000
1065,"Cattle (excl. calves)","Northern Territory",2300
1096,"Cattle (excl. calves)","Northern Territory",2100
1127,"Cattle (excl. calves)","Northern Territory",2200
1155,"Cattle (excl. calves)","Northern Territory",2200
1186,"Cattle (excl. calves)","Northern Territory",4600
1216,"Cattle (excl. calves)","Northern Territory",10500
1247,"Cattle (excl. calves)","Northern Territory",9100
1277,"Cattle (excl. calves)","Northern Territory",11200
1308,"Cattle (excl. calves)","Northern Territory",9900
1339,"Cattle (excl. calves)","Northern Territory",9700
1369,"Cattle (excl. calves)","Northern Territory",10500
1400,"Cattle (excl. calves)","Northern Territory",5400
1430,"Cattle (excl. calves)","Northern Territory",2200
1461,"Cattle (excl. calves)","Northern Territory",2100
1492,"Cattle (excl. calves)","Northern Territory",1900
1520,"Cattle (excl. calves)","Northern Territory",2300
1551,"Cattle (excl. calves)","Northern Territory",2600
1581,"Cattle (excl. calves)","Northern Territory",3100
1612,"Cattle (excl. calves)","Northern Territory",5300
1642,"Cattle (excl. calves)","Northern Territory",8500
1673,"Cattle (excl. calves)","Northern Territory",7100
1704,"Cattle (excl. calves)","Northern Territory",8600
1734,"Cattle (excl. calves)","Northern Territory",9300
1765,"Cattle (excl. calves)","Northern Territory",9000
1795,"Cattle (excl. calves)","Northern Territory",2200
1826,"Cattle (excl. calves)","Northern Territory",1800
1857,"Cattle (excl. calves)","Northern Territory",2400
1885,"Cattle (excl. calves)","Northern Territory",2300
1916,"Cattle (excl. calves)","Northern Territory",2200
1946,"Cattle (excl. calves)","Northern Territory",2200
1977,"Cattle (excl. calves)","Northern Territory",5900
2007,"Cattle (excl. calves)","Northern Territory",9500
2038,"Cattle (excl. calves)","Northern Territory",9700
2069,"Cattle (excl. calves)","Northern Territory",8700
2099,"Cattle (excl. calves)","Northern Territory",7700
2130,"Cattle (excl. calves)","Northern Territory",3700
2160,"Cattle (excl. calves)","Northern Territory",2600
2191,"Cattle (excl. calves)","Northern Territory",2400
2222,"Cattle (excl. calves)","Northern Territory",2400
2251,"Cattle (excl. calves)","Northern Territory",3100
2282,"Cattle (excl. calves)","Northern Territory",4800
2312,"Cattle (excl. calves)","Northern Territory",4800
2343,"Cattle (excl. calves)","Northern Territory",5500
2373,"Cattle (excl. calves)","Northern Territory",10000
2404,"Cattle (excl. calves)","Northern Territory",10300
2435,"Cattle (excl. calves)","Northern Territory",10900
2465,"Cattle (excl. calves)","Northern Territory",10500
2496,"Cattle (excl. calves)","Northern Territory",5200
2526,"Cattle (excl. calves)","Northern Territory",3000
2557,"Cattle (excl. calves)","Northern Territory",2300
2588,"Cattle (excl. calves)","Northern Territory",2300
2616,"Cattle (excl. calves)","Northern Territory",2900
2647,"Cattle (excl. calves)","Northern Territory",4100
2677,"Cattle (excl. calves)","Northern Territory",11700
2708,"Cattle (excl. calves)","Northern Territory",13300
2738,"Cattle (excl. calves)","Northern Territory",12200
2769,"Cattle (excl. calves)","Northern Territory",12600
2800,"Cattle (excl. calves)","Northern Territory",14800
2830,"Cattle (excl. calves)","Northern Territory",16800
2861,"Cattle (excl. calves)","Northern Territory",12800
2891,"Cattle (excl. calves)","Northern Territory",2800
2922,"Cattle (excl. calves)","Northern Territory",2800
2953,"Cattle (excl. calves)","Northern Territory",3000
2981,"Cattle (excl. calves)","Northern Territory",4500
3012,"Cattle (excl. calves)","Northern Territory",10900
3042,"Cattle (excl. calves)","Northern Territory",14800
3073,"Cattle (excl. calves)","Northern Territory",17500
3103,"Cattle (excl. calves)","Northern Territory",15900
3134,"Cattle (excl. calves)","Northern Territory",16300
3165,"Cattle (excl. calves)","Northern Territory",17700
3195,"Cattle (excl. calves)","Northern Territory",17100
3226,"Cattle (excl. calves)","Northern Territory",12600
3256,"Cattle (excl. calves)","Northern Territory",5700
3287,"Cattle (excl. calves)","Northern Territory",3000
3318,"Cattle (excl. calves)","Northern Territory",3300
3346,"Cattle (excl. calves)","Northern Territory",6800
3377,"Cattle (excl. calves)","Northern Territory",11400
3407,"Cattle (excl. calves)","Northern Territory",11700
3438,"Cattle (excl. calves)","Northern Territory",18300
3468,"Cattle (excl. calves)","Northern Territory",22000
3499,"Cattle (excl. calves)","Northern Territory",21700
3530,"Cattle (excl. calves)","Northern Territory",24700
3560,"Cattle (excl. calves)","Northern Territory",23500
3591,"Cattle (excl. calves)","Northern Territory",13900
3621,"Cattle (excl. calves)","Northern Territory",5200
3652,"Cattle (excl. calves)","Northern Territory",3500
3683,"Cattle (excl. calves)","Northern Territory",4700
3712,"Cattle (excl. calves)","Northern Territory",14100
3743,"Cattle (excl. calves)","Northern Territory",19900
3773,"Cattle (excl. calves)","Northern Territory",26000
3804,"Cattle (excl. calves)","Northern Territory",26100
3834,"Cattle (excl. calves)","Northern Territory",33300
3865,"Cattle (excl. calves)","Northern Territory",34400
3896,"Cattle (excl. calves)","Northern Territory",39600
3926,"Cattle (excl. calves)","Northern Territory",28500
3957,"Cattle (excl. calves)","Northern Territory",15900
3987,"Cattle (excl. calves)","Northern Territory",4200
4018,"Cattle (excl. calves)","Northern Territory",1900
4049,"Cattle (excl. calves)","Northern Territory",1800
4077,"Cattle (excl. calves)","Northern Territory",3100
4108,"Cattle (excl. calves)","Northern Territory",11800
4138,"Cattle (excl. calves)","Northern Territory",18600
4169,"Cattle (excl. calves)","Northern Territory",26500
4199,"Cattle (excl. calves)","Northern Territory",25400
4230,"Cattle (excl. calves)","Northern Territory",21200
4261,"Cattle (excl. calves)","Northern Territory",22200
4291,"Cattle (excl. calves)","Northern Territory",17600
4322,"Cattle (excl. calves)","Northern Territory",8500
4352,"Cattle (excl. calves)","Northern Territory",3600
4383,"Cattle (excl. calves)","Northern Territory",2000
4414,"Cattle (excl. calves)","Northern Territory",1900
4442,"Cattle (excl. calves)","Northern Territory",2300
4473,"Cattle (excl. calves)","Northern Territory",7600
4503,"Cattle (excl. calves)","Northern Territory",21400
4534,"Cattle (excl. calves)","Northern Territory",23500
4564,"Cattle (excl. calves)","Northern Territory",24700
4595,"Cattle (excl. calves)","Northern Territory",27900
4626,"Cattle (excl. calves)","Northern Territory",29600
4656,"Cattle (excl. calves)","Northern Territory",20500
4687,"Cattle (excl. calves)","Northern Territory",15700
4717,"Cattle (excl. calves)","Northern Territory",4000
4748,"Cattle (excl. calves)","Northern Territory",1600
4779,"Cattle (excl. calves)","Northern Territory",1800
4807,"Cattle (excl. calves)","Northern Territory",2000
4838,"Cattle (excl. calves)","Northern Territory",3100
4868,"Cattle (excl. calves)","Northern Territory",15400
4899,"Cattle (excl. calves)","Northern Territory",26900
4929,"Cattle (excl. calves)","Northern Territory",30100
4960,"Cattle (excl. calves)","Northern Territory",32600
4991,"Cattle (excl. calves)","Northern Territory",24300
5021,"Cattle (excl. calves)","Northern Territory",19000
5052,"Cattle (excl. calves)","Northern Territory",12200
5082,"Cattle (excl. calves)","Northern Territory",2800
5113,"Cattle (excl. calves)","Northern Territory",1900
5144,"Cattle (excl. calves)","Northern Territory",2200
5173,"Cattle (excl. calves)","Northern Territory",2500
5204,"Cattle (excl. calves)","Northern Territory",3500
5234,"Cattle (excl. calves)","Northern Territory",14600
5265,"Cattle (excl. calves)","Northern Territory",20500
5295,"Cattle (excl. calves)","Northern Territory",21300
5326,"Cattle (excl. calves)","Northern Territory",19100
5357,"Cattle (excl. calves)","Northern Territory",18100
5387,"Cattle (excl. calves)","Northern Territory",13100
5418,"Cattle (excl. calves)","Northern Territory",10300
5448,"Cattle (excl. calves)","Northern Territory",3300
5479,"Cattle (excl. calves)","Northern Territory",2600
5510,"Cattle (excl. calves)","Northern Territory",2300
5538,"Cattle (excl. calves)","Northern Territory",2200
5569,"Cattle (excl. calves)","Northern Territory",3300
5599,"Cattle (excl. calves)","Northern Territory",13100
5630,"Cattle (excl. calves)","Northern Territory",13200
5660,"Cattle (excl. calves)","Northern Territory",13100
5691,"Cattle (excl. calves)","Northern Territory",15200
5722,"Cattle (excl. calves)","Northern Territory",18500
5752,"Cattle (excl. calves)","Northern Territory",16100
5783,"Cattle (excl. calves)","Northern Territory",6800
5813,"Cattle (excl. calves)","Northern Territory",3000
5844,"Cattle (excl. calves)","Northern Territory",2300
5875,"Cattle (excl. calves)","Northern Territory",2300
5903,"Cattle (excl. calves)","Northern Territory",2100
5934,"Cattle (excl. calves)","Northern Territory",9300
5964,"Cattle (excl. calves)","Northern Territory",17200
5995,"Cattle (excl. calves)","Northern Territory",17300
6025,"Cattle (excl. calves)","Northern Territory",17100
6056,"Cattle (excl. calves)","Northern Territory",17500
6087,"Cattle (excl. calves)","Northern Territory",16400
6117,"Cattle (excl. calves)","Northern Territory",14400
6148,"Cattle (excl. calves)","Northern Territory",11700
6178,"Cattle (excl. calves)","Northern Territory",3700
6209,"Cattle (excl. calves)","Northern Territory",2300
6240,"Cattle (excl. calves)","Northern Territory",1100
6268,"Cattle (excl. calves)","Northern Territory",1400
6299,"Cattle (excl. calves)","Northern Territory",8700
6329,"Cattle (excl. calves)","Northern Territory",13600
6360,"Cattle (excl. calves)","Northern Territory",15000
6390,"Cattle (excl. calves)","Northern Territory",18600
6421,"Cattle (excl. calves)","Northern Territory",20700
6452,"Cattle (excl. calves)","Northern Territory",21100
6482,"Cattle (excl. calves)","Northern Territory",19500
6513,"Cattle (excl. calves)","Northern Territory",12300
6543,"Cattle (excl. calves)","Northern Territory",2800
6574,"Cattle (excl. calves)","Northern Territory",1300
6605,"Cattle (excl. calves)","Northern Territory",1600
6634,"Cattle (excl. calves)","Northern Territory",2500
6665,"Cattle (excl. calves)","Northern Territory",6700
6695,"Cattle (excl. calves)","Northern Territory",15900
6726,"Cattle (excl. calves)","Northern Territory",20200
6756,"Cattle (excl. calves)","Northern Territory",24400
6787,"Cattle (excl. calves)","Northern Territory",25400
6818,"Cattle (excl. calves)","Northern Territory",23300
6848,"Cattle (excl. calves)","Northern Territory",17200
6879,"Cattle (excl. calves)","Northern Territory",10800
6909,"Cattle (excl. calves)","Northern Territory",2900
6940,"Cattle (excl. calves)","Northern Territory",1200
6971,"Cattle (excl. calves)","Northern Territory",1500
6999,"Cattle (excl. calves)","Northern Territory",1800
7030,"Cattle (excl. calves)","Northern Territory",3400
7060,"Cattle (excl. calves)","Northern Territory",13200
7091,"Cattle (excl. calves)","Northern Territory",17300
7121,"Cattle (excl. calves)","Northern Territory",18300
7152,"Cattle (excl. calves)","Northern Territory",20200
7183,"Cattle (excl. calves)","Northern Territory",18700
7213,"Cattle (excl. calves)","Northern Territory",18100
7244,"Cattle (excl. calves)","Northern Territory",15300
7274,"Cattle (excl. calves)","Northern Territory",2800
7305,"Cattle (excl. calves)","Northern Territory",1900
7336,"Cattle (excl. calves)","Northern Territory",1600
7364,"Cattle (excl. calves)","Northern Territory",2400
7395,"Cattle (excl. calves)","Northern Territory",6700
7425,"Cattle (excl. calves)","Northern Territory",19100
7456,"Cattle (excl. calves)","Northern Territory",23200
7486,"Cattle (excl. calves)","Northern Territory",25600
7517,"Cattle (excl. calves)","Northern Territory",26500
7548,"Cattle (excl. calves)","Northern Territory",21800
7578,"Cattle (excl. calves)","Northern Territory",19500
7609,"Cattle (excl. calves)","Northern Territory",4300
7639,"Cattle (excl. calves)","Northern Territory",1300
7670,"Cattle (excl. calves)","Northern Territory",500
7701,"Cattle (excl. calves)","Northern Territory",1100
7729,"Cattle (excl. calves)","Northern Territory",1200
7760,"Cattle (excl. calves)","Northern Territory",4100
7790,"Cattle (excl. calves)","Northern Territory",19400
7821,"Cattle (excl. calves)","Northern Territory",22200
7851,"Cattle (excl. calves)","Northern Territory",23200
7882,"Cattle (excl. calves)","Northern Territory",20200
7913,"Cattle (excl. calves)","Northern Territory",21300
7943,"Cattle (excl. calves)","Northern Territory",13600
7974,"Cattle (excl. calves)","Northern Territory",2700
8004,"Cattle (excl. calves)","Northern Territory",1100
8035,"Cattle (excl. calves)","Northern Territory",1200
8066,"Cattle (excl. calves)","Northern Territory",1300
8095,"Cattle (excl. calves)","Northern Territory",1200
8126,"Cattle (excl. calves)","Northern Territory",7900
8156,"Cattle (excl. calves)","Northern Territory",23400
8187,"Cattle (excl. calves)","Northern Territory",21700
8217,"Cattle (excl. calves)","Northern Territory",21300
8248,"Cattle (excl. calves)","Northern Territory",15700
8279,"Cattle (excl. calves)","Northern Territory",17600
8309,"Cattle (excl. calves)","Northern Territory",9300
8340,"Cattle (excl. calves)","Northern Territory",1300
8370,"Cattle (excl. calves)","Northern Territory",1200
8401,"Cattle (excl. calves)","Northern Territory",1000
8432,"Cattle (excl. calves)","Northern Territory",1100
8460,"Cattle (excl. calves)","Northern Territory",1500
8491,"Cattle (excl. calves)","Northern Territory",1200
8521,"Cattle (excl. calves)","Northern Territory",4500
8552,"Cattle (excl. calves)","Northern Territory",8400
8582,"Cattle (excl. calves)","Northern Territory",8600
8613,"Cattle (excl. calves)","Northern Territory",7500
8644,"Cattle (excl. calves)","Northern Territory",11500
8674,"Cattle (excl. calves)","Northern Territory",9200
8705,"Cattle (excl. calves)","Northern Territory",2000
8735,"Cattle (excl. calves)","Northern Territory",400
8766,"Cattle (excl. calves)","Northern Territory",300
8797,"Cattle (excl. calves)","Northern Territory",300
8825,"Cattle (excl. calves)","Northern Territory",400
8856,"Cattle (excl. calves)","Northern Territory",1600
8886,"Cattle (excl. calves)","Northern Territory",9300
8917,"Cattle (excl. calves)","Northern Territory",10800
8947,"Cattle (excl. calves)","Northern Territory",7800
8978,"Cattle (excl. calves)","Northern Territory",9500
9009,"Cattle (excl. calves)","Northern Territory",9200
9039,"Cattle (excl. calves)","Northern Territory",3200
9070,"Cattle (excl. calves)","Northern Territory",1500
9100,"Cattle (excl. calves)","Northern Territory",200
9131,"Cattle (excl. calves)","Northern Territory",100
9162,"Cattle (excl. calves)","Northern Territory",100
9190,"Cattle (excl. calves)","Northern Territory",200
9221,"Cattle (excl. calves)","Northern Territory",300
9251,"Cattle (excl. calves)","Northern Territory",2700
9282,"Cattle (excl. calves)","Northern Territory",8100
9312,"Cattle (excl. calves)","Northern Territory",4000
9343,"Cattle (excl. calves)","Northern Territory",9700
9374,"Cattle (excl. calves)","Northern Territory",9900
9404,"Cattle (excl. calves)","Northern Territory",6400
9435,"Cattle (excl. calves)","Northern Territory",5300
9465,"Cattle (excl. calves)","Northern Territory",3600
9496,"Cattle (excl. calves)","Northern Territory",600
9527,"Cattle (excl. calves)","Northern Territory",600
9556,"Cattle (excl. calves)","Northern Territory",600
9587,"Cattle (excl. calves)","Northern Territory",700
9617,"Cattle (excl. calves)","Northern Territory",4700
9648,"Cattle (excl. calves)","Northern Territory",9100
9678,"Cattle (excl. calves)","Northern Territory",9300
9709,"Cattle (excl. calves)","Northern Territory",10300
9740,"Cattle (excl. calves)","Northern Territory",6800
9770,"Cattle (excl. calves)","Northern Territory",4100
9801,"Cattle (excl. calves)","Northern Territory",3400
9831,"Cattle (excl. calves)","Northern Territory",400
9862,"Cattle (excl. calves)","Northern Territory",400
9893,"Cattle (excl. calves)","Northern Territory",400
9921,"Cattle (excl. calves)","Northern Territory",400
9952,"Cattle (excl. calves)","Northern Territory",2700
9982,"Cattle (excl. calves)","Northern Territory",10600
10013,"Cattle (excl. calves)","Northern Territory",9700
10043,"Cattle (excl. calves)","Northern Territory",7900
10074,"Cattle (excl. calves)","Northern Territory",9200
10105,"Cattle (excl. calves)","Northern Territory",9400
10135,"Cattle (excl. calves)","Northern Territory",8500
10166,"Cattle (excl. calves)","Northern Territory",400
10196,"Cattle (excl. calves)","Northern Territory",400
10227,"Cattle (excl. calves)","Northern Territory",400
10258,"Cattle (excl. calves)","Northern Territory",400
10286,"Cattle (excl. calves)","Northern Territory",400
10317,"Cattle (excl. calves)","Northern Territory",5600
10347,"Cattle (excl. calves)","Northern Territory",10100
10378,"Cattle (excl. calves)","Northern Territory",10200
10408,"Cattle (excl. calves)","Northern Territory",13800
10439,"Cattle (excl. calves)","Northern Territory",11100
10470,"Cattle (excl. calves)","Northern Territory",11200
10500,"Cattle (excl. calves)","Northern Territory",7000
10531,"Cattle (excl. calves)","Northern Territory",600
10561,"Cattle (excl. calves)","Northern Territory",400
10592,"Cattle (excl. calves)","Northern Territory",400
10623,"Cattle (excl. calves)","Northern Territory",500
10651,"Cattle (excl. calves)","Northern Territory",500
10682,"Cattle (excl. calves)","Northern Territory",2900
10712,"Cattle (excl. calves)","Northern Territory",4200
10743,"Cattle (excl. calves)","Northern Territory",6000
10773,"Cattle (excl. calves)","Northern Territory",7900
10804,"Cattle (excl. calves)","Northern Territory",4500
10835,"Cattle (excl. calves)","Northern Territory",5800
10865,"Cattle (excl. calves)","Northern Territory",3600
10896,"Cattle (excl. calves)","Northern Territory",500
10926,"Cattle (excl. calves)","Northern Territory",500
10957,"Cattle (excl. calves)","Northern Territory",500
10988,"Cattle (excl. calves)","Northern Territory",400
11017,"Cattle (excl. calves)","Northern Territory",400
11048,"Cattle (excl. calves)","Northern Territory",400
11078,"Cattle (excl. calves)","Northern Territory",900
11109,"Cattle (excl. calves)","Northern Territory",7100
11139,"Cattle (excl. calves)","Northern Territory",5200
11170,"Cattle (excl. calves)","Northern Territory",3300
11201,"Cattle (excl. calves)","Northern Territory",3100
11231,"Cattle (excl. calves)","Northern Territory",500
11262,"Cattle (excl. calves)","Northern Territory",500
11292,"Cattle (excl. calves)","Northern Territory",400
11323,"Cattle (excl. calves)","Northern Territory",500
11354,"Cattle (excl. calves)","Northern Territory",500
11382,"Cattle (excl. calves)","Northern Territory",500
11413,"Cattle (excl. calves)","Northern Territory",500
11443,"Cattle (excl. calves)","Northern Territory",500
11474,"Cattle (excl. calves)","Northern Territory",400
11504,"Cattle (excl. calves)","Northern Territory",500
11535,"Cattle (excl. calves)","Northern Territory",500
11566,"Cattle (excl. calves)","Northern Territory",400
11596,"Cattle (excl. calves)","Northern Territory",500
11627,"Cattle (excl. calves)","Northern Territory",500
11657,"Cattle (excl. calves)","Northern Territory",400
11688,"Cattle (excl. calves)","Northern Territory",400
11719,"Cattle (excl. calves)","Northern Territory",400
11747,"Cattle (excl. calves)","Northern Territory",500
11778,"Cattle (excl. calves)","Northern Territory",500
11808,"Cattle (excl. calves)","Northern Territory",500
11839,"Cattle (excl. calves)","Northern Territory",400
11869,"Cattle (excl. calves)","Northern Territory",500
11900,"Cattle (excl. calves)","Northern Territory",500
11931,"Cattle (excl. calves)","Northern Territory",400
11961,"Cattle (excl. calves)","Northern Territory",500
