"Quarter","Region","State","Purpose","Trips"
13422,"Lakes","Victoria","Holiday",65.775209
13514,"Lakes","Victoria","Holiday",153.8841483
13604,"Lakes","Victoria","Holiday",146.4000609
13695,"Lakes","Victoria","Holiday",44.2773968
13787,"Lakes","Victoria","Holiday",57.4593954
13879,"Lakes","Victoria","Holiday",183.9275134
13970,"Lakes","Victoria","Holiday",94.6912157
14061,"Lakes","Victoria","Holiday",67.5721262
14153,"Lakes","Victoria","Holiday",87.0713306
14245,"Lakes","Victoria","Holiday",134.4056883
14335,"Lakes","Victoria","Holiday",99.2384351
14426,"Lakes","Victoria","Holiday",63.2711374
14518,"Lakes","Victoria","Holiday",100.743042
14610,"Lakes","Victoria","Holiday",145.7412031
14700,"Lakes","Victoria","Holiday",111.2728708
14791,"Lakes","Victoria","Holiday",68.1782419
14883,"Lakes","Victoria","Holiday",110.0040394
14975,"Lakes","Victoria","Holiday",188.3144737
15065,"Lakes","Victoria","Holiday",102.2419319
15156,"Lakes","Victoria","Holiday",52.5081609
15248,"Lakes","Victoria","Holiday",105.5413468
15340,"Lakes","Victoria","Holiday",102.7328657
15431,"Lakes","Victoria","Holiday",72.7371911
15522,"Lakes","Victoria","Holiday",53.1819852
15614,"Lakes","Victoria","Holiday",117.2508149
15706,"Lakes","Victoria","Holiday",189.3601048
15796,"Lakes","Victoria","Holiday",99.5003714
15887,"Lakes","Victoria","Holiday",48.0198841
15979,"Lakes","Victoria","Holiday",101.7181745
16071,"Lakes","Victoria","Holiday",149.3215209
16161,"Lakes","Victoria","Holiday",104.3730417
16252,"Lakes","Victoria","Holiday",50.1557136
16344,"Lakes","Victoria","Holiday",87.4183365
16436,"Lakes","Victoria","Holiday",138.6641915
16526,"Lakes","Victoria","Holiday",119.7419537
16617,"Lakes","Victoria","Holiday",61.7552847
16709,"Lakes","Victoria","Holiday",86.4737426
16801,"Lakes","Victoria","Holiday",171.7671317
16892,"Lakes","Victoria","Holiday",90.8534168
16983,"Lakes","Victoria","Holiday",59.2383033
17075,"Lakes","Victoria","Holiday",111.1502773
17167,"Lakes","Victoria","Holiday",179.6857356
17257,"Lakes","Victoria","Holiday",93.0408619
17348,"Lakes","Victoria","Holiday",59.449394
17440,"Lakes","Victoria","Holiday",145.7470507
10227,"Lakes","Victoria","Other",0
10317,"Lakes","Victoria","Other",0
10408,"Lakes","Victoria","Other",14.2150008
10500,"Lakes","Victoria","Other",1.9373184
10592,"Lakes","Victoria","Other",3.9458862
10682,"Lakes","Victoria","Other",5.4406007
10773,"Lakes","Victoria","Other",0
10865,"Lakes","Victoria","Other",0
10957,"Lakes","Victoria","Other",13.7194626
11048,"Lakes","Victoria","Other",10.0657989
11139,"Lakes","Victoria","Other",3.70729
11231,"Lakes","Victoria","Other",4.437509
11323,"Lakes","Victoria","Other",4.3328776
11413,"Lakes","Victoria","Other",0
11504,"Lakes","Victoria","Other",0
11596,"Lakes","Victoria","Other",3.4323727
11688,"Lakes","Victoria","Other",6.1113623
11778,"Lakes","Victoria","Other",0
11869,"Lakes","Victoria","Other",3.7440958
11961,"Lakes","Victoria","Other",0
12053,"Lakes","Victoria","Other",6.0642299
12143,"Lakes","Victoria","Other",0
12234,"Lakes","Victoria","Other",0
12326,"Lakes","Victoria","Other",4.1289682
12418,"Lakes","Victoria","Other",7.9487711
12509,"Lakes","Victoria","Other",3.6207115
12600,"Lakes","Victoria","Other",1.3140945
12692,"Lakes","Victoria","Other",0
12784,"Lakes","Victoria","Other",0
12874,"Lakes","Victoria","Other",5.3188745
12965,"Lakes","Victoria","Other",7.6446769
13057,"Lakes","Victoria","Other",6.0092929
13149,"Lakes","Victoria","Other",9.636999
13239,"Lakes","Victoria","Other",6.822372
13330,"Lakes","Victoria","Other",0
13422,"Lakes","Victoria","Other",6.217032
13514,"Lakes","Victoria","Other",3.4389752
13604,"Lakes","Victoria","Other",2.1508424
13695,"Lakes","Victoria","Other",1.3713604
13787,"Lakes","Victoria","Other",9.7559101
13879,"Lakes","Victoria","Other",2.7609407
13970,"Lakes","Victoria","Other",0
14061,"Lakes","Victoria","Other",0
14153,"Lakes","Victoria","Other",0
14245,"Lakes","Victoria","Other",0
14335,"Lakes","Victoria","Other",1.0799163
14426,"Lakes","Victoria","Other",4.8988194
14518,"Lakes","Victoria","Other",0
14610,"Lakes","Victoria","Other",6.828584
14700,"Lakes","Victoria","Other",1.5273445
14791,"Lakes","Victoria","Other",0
14883,"Lakes","Victoria","Other",3.9424352
14975,"Lakes","Victoria","Other",0
15065,"Lakes","Victoria","Other",3.3628512
15156,"Lakes","Victoria","Other",12.3052084
15248,"Lakes","Victoria","Other",3.498836
15340,"Lakes","Victoria","Other",2.0895751
15431,"Lakes","Victoria","Other",1.619033
15522,"Lakes","Victoria","Other",4.2237158
15614,"Lakes","Victoria","Other",5.1899057
15706,"Lakes","Victoria","Other",1.0016669
15796,"Lakes","Victoria","Other",1.5640712
15887,"Lakes","Victoria","Other",5.52783
15979,"Lakes","Victoria","Other",2.7063851
16071,"Lakes","Victoria","Other",4.9219557
16161,"Lakes","Victoria","Other",7.0655241
16252,"Lakes","Victoria","Other",20.4236495
16344,"Lakes","Victoria","Other",2.0359279
16436,"Lakes","Victoria","Other",7.7728891
16526,"Lakes","Victoria","Other",3.0643462
16617,"Lakes","Victoria","Other",27.7683397
16709,"Lakes","Victoria","Other",0
16801,"Lakes","Victoria","Other",15.816873
16892,"Lakes","Victoria","Other",6.273449
16983,"Lakes","Victoria","Other",1.7543918
17075,"Lakes","Victoria","Other",14.8180598
17167,"Lakes","Victoria","Other",13.3423997
17257,"Lakes","Victoria","Other",0
17348,"Lakes","Victoria","Other",6.592708
17440,"Lakes","Victoria","Other",8.6875576
10227,"Lakes","Victoria","Visiting",40.8733098
10317,"Lakes","Victoria","Visiting",19.4783717
10408,"Lakes","Victoria","Visiting",54.7092415
10500,"Lakes","Victoria","Visiting",33.3556601
10592,"Lakes","Victoria","Visiting",27.3383972
10682,"Lakes","Victoria","Visiting",18.4732723
10773,"Lakes","Victoria","Visiting",29.9819507
10865,"Lakes","Victoria","Visiting",54.5434907
10957,"Lakes","Victoria","Visiting",47.1180224
11048,"Lakes","Victoria","Visiting",51.7576723
11139,"Lakes","Victoria","Visiting",42.7315286
11231,"Lakes","Victoria","Visiting",44.525215
11323,"Lakes","Victoria","Visiting",61.5757777
11413,"Lakes","Victoria","Visiting",33.8876755
11504,"Lakes","Victoria","Visiting",34.1320478
11596,"Lakes","Victoria","Visiting",24.9845658
11688,"Lakes","Victoria","Visiting",43.7724668
11778,"Lakes","Victoria","Visiting",30.462279
11869,"Lakes","Victoria","Visiting",27.0425189
11961,"Lakes","Victoria","Visiting",54.8019105
12053,"Lakes","Victoria","Visiting",50.0272495
12143,"Lakes","Victoria","Visiting",64.7301849
12234,"Lakes","Victoria","Visiting",26.7027456
12326,"Lakes","Victoria","Visiting",46.4088289
12418,"Lakes","Victoria","Visiting",71.0654321
12509,"Lakes","Victoria","Visiting",22.4066415
12600,"Lakes","Victoria","Visiting",16.2298312
12692,"Lakes","Victoria","Visiting",39.2345852
12784,"Lakes","Victoria","Visiting",42.6779793
12874,"Lakes","Victoria","Visiting",18.7613789
12965,"Lakes","Victoria","Visiting",36.7115317
13057,"Lakes","Victoria","Visiting",29.6428019
13149,"Lakes","Victoria","Visiting",41.693843
13239,"Lakes","Victoria","Visiting",31.729558
13330,"Lakes","Victoria","Visiting",21.995859
13422,"Lakes","Victoria","Visiting",17.928924
13514,"Lakes","Victoria","Visiting",30.6305986
13604,"Lakes","Victoria","Visiting",26.82643
13695,"Lakes","Victoria","Visiting",19.4696182
13787,"Lakes","Victoria","Visiting",44.8562492
13879,"Lakes","Victoria","Visiting",37.7318393
13970,"Lakes","Victoria","Visiting",30.2578326
14061,"Lakes","Victoria","Visiting",26.4324636
14153,"Lakes","Victoria","Visiting",17.7252085
14245,"Lakes","Victoria","Visiting",40.7816037
14335,"Lakes","Victoria","Visiting",23.4599178
14426,"Lakes","Victoria","Visiting",12.4557497
14518,"Lakes","Victoria","Visiting",32.5187283
14610,"Lakes","Victoria","Visiting",28.7779659
14700,"Lakes","Victoria","Visiting",30.4487757
14791,"Lakes","Victoria","Visiting",14.8413081
14883,"Lakes","Victoria","Visiting",27.5149908
14975,"Lakes","Victoria","Visiting",38.6736975
15065,"Lakes","Victoria","Visiting",39.8492531
15156,"Lakes","Victoria","Visiting",14.0065152
15248,"Lakes","Victoria","Visiting",19.704629
15340,"Lakes","Victoria","Visiting",50.5882529
15431,"Lakes","Victoria","Visiting",45.7279108
15522,"Lakes","Victoria","Visiting",41.724007
15614,"Lakes","Victoria","Visiting",43.35102
15706,"Lakes","Victoria","Visiting",41.2602726
15796,"Lakes","Victoria","Visiting",24.3507316
15887,"Lakes","Victoria","Visiting",45.6929155
15979,"Lakes","Victoria","Visiting",35.925288
16071,"Lakes","Victoria","Visiting",51.2993423
16161,"Lakes","Victoria","Visiting",27.2216781
16252,"Lakes","Victoria","Visiting",32.0510277
16344,"Lakes","Victoria","Visiting",21.2462019
16436,"Lakes","Victoria","Visiting",35.7638744
16526,"Lakes","Victoria","Visiting",27.0246298
16617,"Lakes","Victoria","Visiting",43.7953413
16709,"Lakes","Victoria","Visiting",17.6353722
16801,"Lakes","Victoria","Visiting",45.9243434
16892,"Lakes","Victoria","Visiting",29.1687761
16983,"Lakes","Victoria","Visiting",16.699308
17075,"Lakes","Victoria","Visiting",37.8241754
17167,"Lakes","Victoria","Visiting",34.9836714
17257,"Lakes","Victoria","Visiting",91.0467322
17348,"Lakes","Victoria","Visiting",31.4759822
17440,"Lakes","Victoria","Visiting",26.5496169
10227,"Lasseter","Northern Territory","Business",0.5228986
10317,"Lasseter","Northern Territory","Business",5.730912
10408,"Lasseter","Northern Territory","Business",6.3820996
10500,"Lasseter","Northern Territory","Business",2.2856143
10592,"Lasseter","Northern Territory","Business",0.9123526
10682,"Lasseter","Northern Territory","Business",3.7335997
10773,"Lasseter","Northern Territory","Business",0.9452297
10865,"Lasseter","Northern Territory","Business",3.5691495
10957,"Lasseter","Northern Territory","Business",3.6115591
11048,"Lasseter","Northern Territory","Business",9.9414611
11139,"Lasseter","Northern Territory","Business",0.5297743
11231,"Lasseter","Northern Territory","Business",9.5748078
11323,"Lasseter","Northern Territory","Business",21.0298636
11413,"Lasseter","Northern Territory","Business",16.5807152
11504,"Lasseter","Northern Territory","Business",11.9963102
11596,"Lasseter","Northern Territory","Business",0
11688,"Lasseter","Northern Territory","Business",2.8269734
11778,"Lasseter","Northern Territory","Business",3.0854845
11869,"Lasseter","Northern Territory","Business",6.9688476
11961,"Lasseter","Northern Territory","Business",10.9935246
12053,"Lasseter","Northern Territory","Business",1.3601646
12143,"Lasseter","Northern Territory","Business",1.122806
12234,"Lasseter","Northern Territory","Business",3.1231516
12326,"Lasseter","Northern Territory","Business",3.1362062
12418,"Lasseter","Northern Territory","Business",2.3781313
12509,"Lasseter","Northern Territory","Business",14.3951988
12600,"Lasseter","Northern Territory","Business",8.4625359
12692,"Lasseter","Northern Territory","Business",11.5115274
12784,"Lasseter","Northern Territory","Business",4.9039378
12874,"Lasseter","Northern Territory","Business",4.2831102
12965,"Lasseter","Northern Territory","Business",11.7554407
13057,"Lasseter","Northern Territory","Business",0.4426164
13149,"Lasseter","Northern Territory","Business",2.966572
13239,"Lasseter","Northern Territory","Business",5.378811
13330,"Lasseter","Northern Territory","Business",10.431166
13422,"Lasseter","Northern Territory","Business",1.271465
13514,"Lasseter","Northern Territory","Business",3.3548818
13604,"Lasseter","Northern Territory","Business",6.4852322
13695,"Lasseter","Northern Territory","Business",5.03398
13787,"Lasseter","Northern Territory","Business",5.8421274
13879,"Lasseter","Northern Territory","Business",5.6064134
13970,"Lasseter","Northern Territory","Business",13.9801035
14061,"Lasseter","Northern Territory","Business",8.3599509
14153,"Lasseter","Northern Territory","Business",6.8543517
14245,"Lasseter","Northern Territory","Business",1.0278484
14335,"Lasseter","Northern Territory","Business",21.4203392
14426,"Lasseter","Northern Territory","Business",3.702445
14518,"Lasseter","Northern Territory","Business",0.663815
14610,"Lasseter","Northern Territory","Business",18.1999551
14700,"Lasseter","Northern Territory","Business",2.5710152
14791,"Lasseter","Northern Territory","Business",5.1844555
14883,"Lasseter","Northern Territory","Business",3.7496344
14975,"Lasseter","Northern Territory","Business",4.5536996
15065,"Lasseter","Northern Territory","Business",10.8304246
15156,"Lasseter","Northern Territory","Business",1.9038143
15248,"Lasseter","Northern Territory","Business",3.6500839
15340,"Lasseter","Northern Territory","Business",1.005672
15431,"Lasseter","Northern Territory","Business",2.4372543
15522,"Lasseter","Northern Territory","Business",9.4210757
15614,"Lasseter","Northern Territory","Business",2.2943204
15706,"Lasseter","Northern Territory","Business",0.9845335
15796,"Lasseter","Northern Territory","Business",4.6281451
15887,"Lasseter","Northern Territory","Business",7.0534526
15979,"Lasseter","Northern Territory","Business",2.4734671
16071,"Lasseter","Northern Territory","Business",0.1827787
16161,"Lasseter","Northern Territory","Business",14.0473546
16252,"Lasseter","Northern Territory","Business",0.6208229
16344,"Lasseter","Northern Territory","Business",8.715754
16436,"Lasseter","Northern Territory","Business",6.0309767
16526,"Lasseter","Northern Territory","Business",0.6401688
16617,"Lasseter","Northern Territory","Business",12.077324
16709,"Lasseter","Northern Territory","Business",13.7348435
16801,"Lasseter","Northern Territory","Business",1.1163492
16892,"Lasseter","Northern Territory","Business",9.4138021
16983,"Lasseter","Northern Territory","Business",3.8332375
17075,"Lasseter","Northern Territory","Business",6.6249411
17167,"Lasseter","Northern Territory","Business",3.9104377
17257,"Lasseter","Northern Territory","Business",15.7290922
17348,"Lasseter","Northern Territory","Business",24.8197738
17440,"Lasseter","Northern Territory","Business",0
10227,"Lasseter","Northern Territory","Holiday",8.7514843
10317,"Lasseter","Northern Territory","Holiday",28.6760363
10408,"Lasseter","Northern Territory","Holiday",33.7739191
10500,"Lasseter","Northern Territory","Holiday",27.4603838
10592,"Lasseter","Northern Territory","Holiday",10.3083801
10682,"Lasseter","Northern Territory","Holiday",40.5224468
10773,"Lasseter","Northern Territory","Holiday",33.814881
10865,"Lasseter","Northern Territory","Holiday",20.4866644
10957,"Lasseter","Northern Territory","Holiday",13.0997709
11048,"Lasseter","Northern Territory","Holiday",16.9279679
11139,"Lasseter","Northern Territory","Holiday",49.6734457
11231,"Lasseter","Northern Territory","Holiday",9.3031178
11323,"Lasseter","Northern Territory","Holiday",2.0057208
11413,"Lasseter","Northern Territory","Holiday",18.2645743
11504,"Lasseter","Northern Territory","Holiday",40.875613
11596,"Lasseter","Northern Territory","Holiday",16.3695389
11688,"Lasseter","Northern Territory","Holiday",8.6920107
11778,"Lasseter","Northern Territory","Holiday",31.2955401
11869,"Lasseter","Northern Territory","Holiday",29.2990262
11961,"Lasseter","Northern Territory","Holiday",29.0000189
12053,"Lasseter","Northern Territory","Holiday",20.622559
12143,"Lasseter","Northern Territory","Holiday",41.4568569
12234,"Lasseter","Northern Territory","Holiday",34.6524075
12326,"Lasseter","Northern Territory","Holiday",14.2607221
12418,"Lasseter","Northern Territory","Holiday",7.8767772
12509,"Lasseter","Northern Territory","Holiday",26.9210533
12600,"Lasseter","Northern Territory","Holiday",39.3969313
12692,"Lasseter","Northern Territory","Holiday",5.3220363
12784,"Lasseter","Northern Territory","Holiday",10.9528295
12874,"Lasseter","Northern Territory","Holiday",36.7831574
12965,"Lasseter","Northern Territory","Holiday",52.0477007
13057,"Lasseter","Northern Territory","Holiday",25.3218938
13149,"Lasseter","Northern Territory","Holiday",4.147065
13239,"Lasseter","Northern Territory","Holiday",30.463916
13330,"Lasseter","Northern Territory","Holiday",18.447999
13422,"Lasseter","Northern Territory","Holiday",11.224611
13514,"Lasseter","Northern Territory","Holiday",8.4934064
13604,"Lasseter","Northern Territory","Holiday",36.0444899
13695,"Lasseter","Northern Territory","Holiday",43.7681015
13787,"Lasseter","Northern Territory","Holiday",28.5474268
13879,"Lasseter","Northern Territory","Holiday",21.6052797
13970,"Lasseter","Northern Territory","Holiday",28.7401783
14061,"Lasseter","Northern Territory","Holiday",31.9246055
14153,"Lasseter","Northern Territory","Holiday",23.8740519
14245,"Lasseter","Northern Territory","Holiday",5.5265142
14335,"Lasseter","Northern Territory","Holiday",32.3435198
14426,"Lasseter","Northern Territory","Holiday",42.4722329
14518,"Lasseter","Northern Territory","Holiday",28.0263779
14610,"Lasseter","Northern Territory","Holiday",9.1927154
14700,"Lasseter","Northern Territory","Holiday",32.1383098
14791,"Lasseter","Northern Territory","Holiday",31.5481319
14883,"Lasseter","Northern Territory","Holiday",34.8908728
14975,"Lasseter","Northern Territory","Holiday",16.0581387
15065,"Lasseter","Northern Territory","Holiday",19.2765199
15156,"Lasseter","Northern Territory","Holiday",28.13725
15248,"Lasseter","Northern Territory","Holiday",24.1316894
15340,"Lasseter","Northern Territory","Holiday",3.7097835
15431,"Lasseter","Northern Territory","Holiday",17.267226
15522,"Lasseter","Northern Territory","Holiday",28.7030528
15614,"Lasseter","Northern Territory","Holiday",13.3749435
15706,"Lasseter","Northern Territory","Holiday",9.2142704
15796,"Lasseter","Northern Territory","Holiday",44.1968612
15887,"Lasseter","Northern Territory","Holiday",29.8233812
15979,"Lasseter","Northern Territory","Holiday",10.9088484
16071,"Lasseter","Northern Territory","Holiday",8.0100786
16161,"Lasseter","Northern Territory","Holiday",64.883233
16252,"Lasseter","Northern Territory","Holiday",47.4177466
16344,"Lasseter","Northern Territory","Holiday",20.7336853
16436,"Lasseter","Northern Territory","Holiday",14.1908781
16526,"Lasseter","Northern Territory","Holiday",59.6428199
16617,"Lasseter","Northern Territory","Holiday",63.0484605
16709,"Lasseter","Northern Territory","Holiday",26.7056154
16801,"Lasseter","Northern Territory","Holiday",15.9519251
16892,"Lasseter","Northern Territory","Holiday",49.1789124
16983,"Lasseter","Northern Territory","Holiday",84.9478774
17075,"Lasseter","Northern Territory","Holiday",11.6598503
17167,"Lasseter","Northern Territory","Holiday",17.3195553
17257,"Lasseter","Northern Territory","Holiday",46.4975314
17348,"Lasseter","Northern Territory","Holiday",35.8835294
17440,"Lasseter","Northern Territory","Holiday",28.4467715
10227,"Lasseter","Northern Territory","Other",0
10317,"Lasseter","Northern Territory","Other",0
10408,"Lasseter","Northern Territory","Other",0
10500,"Lasseter","Northern Territory","Other",2.9779987
10592,"Lasseter","Northern Territory","Other",2.7651683
10682,"Lasseter","Northern Territory","Other",0.8850908
10773,"Lasseter","Northern Territory","Other",3.539313
10865,"Lasseter","Northern Territory","Other",4.2231454
10957,"Lasseter","Northern Territory","Other",0
11048,"Lasseter","Northern Territory","Other",0
11139,"Lasseter","Northern Territory","Other",4.9312243
11231,"Lasseter","Northern Territory","Other",0
11323,"Lasseter","Northern Territory","Other",0
11413,"Lasseter","Northern Territory","Other",0
11504,"Lasseter","Northern Territory","Other",0.4679117
11596,"Lasseter","Northern Territory","Other",4.0897525
11688,"Lasseter","Northern Territory","Other",0
11778,"Lasseter","Northern Territory","Other",1.931015
11869,"Lasseter","Northern Territory","Other",2.32845
11961,"Lasseter","Northern Territory","Other",0
12053,"Lasseter","Northern Territory","Other",0
12143,"Lasseter","Northern Territory","Other",4.6151988
12234,"Lasseter","Northern Territory","Other",2.6923917
12326,"Lasseter","Northern Territory","Other",2.8756607
12418,"Lasseter","Northern Territory","Other",2.4405729
12509,"Lasseter","Northern Territory","Other",1.8261066
12600,"Lasseter","Northern Territory","Other",0
12692,"Lasseter","Northern Territory","Other",0
12784,"Lasseter","Northern Territory","Other",0
12874,"Lasseter","Northern Territory","Other",4.5055147
12965,"Lasseter","Northern Territory","Other",3.1517187
13057,"Lasseter","Northern Territory","Other",0.4412646
13149,"Lasseter","Northern Territory","Other",0
13239,"Lasseter","Northern Territory","Other",0
13330,"Lasseter","Northern Territory","Other",0
13422,"Lasseter","Northern Territory","Other",0
13514,"Lasseter","Northern Territory","Other",0
13604,"Lasseter","Northern Territory","Other",3.3490564
13695,"Lasseter","Northern Territory","Other",0
13787,"Lasseter","Northern Territory","Other",0
13879,"Lasseter","Northern Territory","Other",0
13970,"Lasseter","Northern Territory","Other",0
14061,"Lasseter","Northern Territory","Other",4.7284665
14153,"Lasseter","Northern Territory","Other",0
14245,"Lasseter","Northern Territory","Other",0
14335,"Lasseter","Northern Territory","Other",0
14426,"Lasseter","Northern Territory","Other",1.4844906
14518,"Lasseter","Northern Territory","Other",0.5561125
14610,"Lasseter","Northern Territory","Other",0
14700,"Lasseter","Northern Territory","Other",0
14791,"Lasseter","Northern Territory","Other",5.9903072
14883,"Lasseter","Northern Territory","Other",4.0723919
14975,"Lasseter","Northern Territory","Other",0
15065,"Lasseter","Northern Territory","Other",3.4570244
15156,"Lasseter","Northern Territory","Other",1.502227
15248,"Lasseter","Northern Territory","Other",0
15340,"Lasseter","Northern Territory","Other",0
15431,"Lasseter","Northern Territory","Other",0
15522,"Lasseter","Northern Territory","Other",1.2186024
15614,"Lasseter","Northern Territory","Other",0
15706,"Lasseter","Northern Territory","Other",0
15796,"Lasseter","Northern Territory","Other",0
15887,"Lasseter","Northern Territory","Other",0
15979,"Lasseter","Northern Territory","Other",0
16071,"Lasseter","Northern Territory","Other",0
16161,"Lasseter","Northern Territory","Other",0
16252,"Lasseter","Northern Territory","Other",0
16344,"Lasseter","Northern Territory","Other",0
16436,"Lasseter","Northern Territory","Other",0
16526,"Lasseter","Northern Territory","Other",4.4725274
16617,"Lasseter","Northern Territory","Other",0
16709,"Lasseter","Northern Territory","Other",0
16801,"Lasseter","Northern Territory","Other",0
16892,"Lasseter","Northern Territory","Other",2.8100061
16983,"Lasseter","Northern Territory","Other",0
17075,"Lasseter","Northern Territory","Other",3.0798538
17167,"Lasseter","Northern Territory","Other",0
17257,"Lasseter","Northern Territory","Other",3.4551237
17348,"Lasseter","Northern Territory","Other",0
17440,"Lasseter","Northern Territory","Other",0
10227,"Lasseter","Northern Territory","Visiting",0.8118559
10317,"Lasseter","Northern Territory","Visiting",0.4380954
10408,"Lasseter","Northern Territory","Visiting",2.8196175
10500,"Lasseter","Northern Territory","Visiting",0
10592,"Lasseter","Northern Territory","Visiting",0.8361119
10682,"Lasseter","Northern Territory","Visiting",0.3966867
10773,"Lasseter","Northern Territory","Visiting",7.5289533
10865,"Lasseter","Northern Territory","Visiting",2.2063367
10957,"Lasseter","Northern Territory","Visiting",0
11048,"Lasseter","Northern Territory","Visiting",0
11139,"Lasseter","Northern Territory","Visiting",1.3084189
11231,"Lasseter","Northern Territory","Visiting",0
11323,"Lasseter","Northern Territory","Visiting",0.6448729
11413,"Lasseter","Northern Territory","Visiting",5.4784216
11504,"Lasseter","Northern Territory","Visiting",0
11596,"Lasseter","Northern Territory","Visiting",0
11688,"Lasseter","Northern Territory","Visiting",2.5469186
11778,"Lasseter","Northern Territory","Visiting",0.3884249
11869,"Lasseter","Northern Territory","Visiting",0.7352824
11961,"Lasseter","Northern Territory","Visiting",0
12053,"Lasseter","Northern Territory","Visiting",0
12143,"Lasseter","Northern Territory","Visiting",2.0862885
12234,"Lasseter","Northern Territory","Visiting",2.2034156
12326,"Lasseter","Northern Territory","Visiting",0
12418,"Lasseter","Northern Territory","Visiting",0
12509,"Lasseter","Northern Territory","Visiting",0
12600,"Lasseter","Northern Territory","Visiting",3.3718174
12692,"Lasseter","Northern Territory","Visiting",2.6722847
12784,"Lasseter","Northern Territory","Visiting",0.7227663
12874,"Lasseter","Northern Territory","Visiting",4.1356438
12965,"Lasseter","Northern Territory","Visiting",0
13057,"Lasseter","Northern Territory","Visiting",0
13149,"Lasseter","Northern Territory","Visiting",0.598413
13239,"Lasseter","Northern Territory","Visiting",1.187838
13330,"Lasseter","Northern Territory","Visiting",0
13422,"Lasseter","Northern Territory","Visiting",3.846744
13514,"Lasseter","Northern Territory","Visiting",0.8891687
13604,"Lasseter","Northern Territory","Visiting",2.0155863
13695,"Lasseter","Northern Territory","Visiting",2.3831798
13787,"Lasseter","Northern Territory","Visiting",1.0903365
13879,"Lasseter","Northern Territory","Visiting",0
13970,"Lasseter","Northern Territory","Visiting",0
14061,"Lasseter","Northern Territory","Visiting",2.6977711
14153,"Lasseter","Northern Territory","Visiting",0
14245,"Lasseter","Northern Territory","Visiting",0.7425764
14335,"Lasseter","Northern Territory","Visiting",0.4314375
14426,"Lasseter","Northern Territory","Visiting",0
14518,"Lasseter","Northern Territory","Visiting",0
14610,"Lasseter","Northern Territory","Visiting",0
14700,"Lasseter","Northern Territory","Visiting",3.6301894
14791,"Lasseter","Northern Territory","Visiting",0.6773815
14883,"Lasseter","Northern Territory","Visiting",0.6846312
14975,"Lasseter","Northern Territory","Visiting",0.6644435
15065,"Lasseter","Northern Territory","Visiting",0
15156,"Lasseter","Northern Territory","Visiting",2.3086724
15248,"Lasseter","Northern Territory","Visiting",4.1231698
15340,"Lasseter","Northern Territory","Visiting",2.4606967
15431,"Lasseter","Northern Territory","Visiting",0
15522,"Lasseter","Northern Territory","Visiting",1.6202632
15614,"Lasseter","Northern Territory","Visiting",0
15706,"Lasseter","Northern Territory","Visiting",0
15796,"Lasseter","Northern Territory","Visiting",1.5012528
15887,"Lasseter","Northern Territory","Visiting",1.4043909
15979,"Lasseter","Northern Territory","Visiting",3.999729
16071,"Lasseter","Northern Territory","Visiting",0
16161,"Lasseter","Northern Territory","Visiting",4.8720331
16252,"Lasseter","Northern Territory","Visiting",0
16344,"Lasseter","Northern Territory","Visiting",0
16436,"Lasseter","Northern Territory","Visiting",1.1881206
16526,"Lasseter","Northern Territory","Visiting",4.5373293
16617,"Lasseter","Northern Territory","Visiting",2.9704475
16709,"Lasseter","Northern Territory","Visiting",4.4061192
16801,"Lasseter","Northern Territory","Visiting",0.5138903
16892,"Lasseter","Northern Territory","Visiting",0
16983,"Lasseter","Northern Territory","Visiting",0.4088944
17075,"Lasseter","Northern Territory","Visiting",0
17167,"Lasseter","Northern Territory","Visiting",0.6974566
17257,"Lasseter","Northern Territory","Visiting",0
17348,"Lasseter","Northern Territory","Visiting",1.8670179
17440,"Lasseter","Northern Territory","Visiting",4.968464
10227,"Launceston, Tamar and the North","Tasmania","Business",31.8996671
10317,"Launceston, Tamar and the North","Tasmania","Business",49.0081106
10408,"Launceston, Tamar and the North","Tasmania","Business",16.4426836
10500,"Launceston, Tamar and the North","Tasmania","Business",39.9594956
10592,"Launceston, Tamar and the North","Tasmania","Business",36.62308
10682,"Launceston, Tamar and the North","Tasmania","Business",20.3496771
10773,"Launceston, Tamar and the North","Tasmania","Business",36.1404768
10865,"Launceston, Tamar and the North","Tasmania","Business",30.2123303
10957,"Launceston, Tamar and the North","Tasmania","Business",24.2774435
11048,"Launceston, Tamar and the North","Tasmania","Business",34.9167396
11139,"Launceston, Tamar and the North","Tasmania","Business",27.961915
11231,"Launceston, Tamar and the North","Tasmania","Business",21.7412143
11323,"Launceston, Tamar and the North","Tasmania","Business",19.7884342
11413,"Launceston, Tamar and the North","Tasmania","Business",25.1511395
11504,"Launceston, Tamar and the North","Tasmania","Business",40.9015805
11596,"Launceston, Tamar and the North","Tasmania","Business",17.1820658
11688,"Launceston, Tamar and the North","Tasmania","Business",18.7307463
11778,"Launceston, Tamar and the North","Tasmania","Business",26.330278
11869,"Launceston, Tamar and the North","Tasmania","Business",21.4112206
11961,"Launceston, Tamar and the North","Tasmania","Business",30.2483101
12053,"Launceston, Tamar and the North","Tasmania","Business",41.9918498
12143,"Launceston, Tamar and the North","Tasmania","Business",17.7375426
12234,"Launceston, Tamar and the North","Tasmania","Business",38.4982413
12326,"Launceston, Tamar and the North","Tasmania","Business",27.8952561
12418,"Launceston, Tamar and the North","Tasmania","Business",16.2257651
12509,"Launceston, Tamar and the North","Tasmania","Business",47.7040349
